ville,etablissemnt,inscrits,dont filles,admissibles,dont filles,classes,dont filles,integres,dont filles
Aix-En-Provence Cedex 1,Lycée Militaire (0131596P),27,7,9,0,8,0,4,0
Aix-En-Provence Cedex 5,Lycée Paul Cézanne (0130002G),66,18,44,9,28,3,7,0
Albi,Lycée Laperouse (0810006S),7,1,2,0,0,0,0,0
Amiens Cedex 03,Lycée Louis Thuillier (0800009A),11,1,1,0,1,0,0,0
Angers Cedex 01,Lycée Henri Bergson (0491966W),2,0,1,0,1,0,0,0
Annecy Cedex,Lycée Berthollet (0740003B),30,11,7,4,6,3,3,0
Antony,Lycée Sainte Marie (0920904H),14,3,3,0,3,0,0,0
Arras,Lycée Robespierre (0620006V),3,2,1,1,1,1,1,1
Avignon,Lycée Saint Joseph (0840072X),7,2,3,0,1,0,0,0
Balma,Lycée Saliège (0312408Z),55,16,24,3,20,3,6,0
Bayonne,Lycée René Cassin (0640010N),25,4,12,3,8,3,2,0
Beaucamps-Ligny,Lycée Sainte Marie (0592932S),13,6,1,0,0,0,0,0
Belfort,Lycée Condorcet (0900002N),5,1,3,1,3,1,1,1
Besançon,Lycée Victor Hugo (0250007X),6,1,2,0,2,0,0,0
Bordeaux Cedex,Lycée Camille Jullian (0330023W),10,2,6,2,6,2,3,0
Bordeaux Cedex,Lycée Michel Montaigne (0330021U),58,23,45,17,42,17,16,7
Bourges,Lycée Alain-Fournier (0180005H),1,1,0,0,0,0,0,0
Brest,Lycée Sainte Anne (0290338K),3,1,0,0,0,0,0,0
Brest Cedex 2,Lycée de Kerichen (0290007A),27,13,13,7,10,5,4,0
Caen,Lycée Privé Sainte-Marie (0141164P),4,2,0,0,0,0,0,0
Caen,Lycée Victor Hugo (0142059M),29,8,18,4,9,2,3,1
Chartres,Lycée Marceau (0280007F),7,3,4,2,2,1,0,0
Clermont-Ferrand Cedex,Lycée Blaise Pascal (0630018C),45,10,26,4,23,4,8,2
Compiègne Cedex,Lycée Pierre d'Ailly (0600014P),1,0,0,0,0,0,0,0
Dijon,Lycée Carnot (0210015C),20,9,3,2,2,1,1,0
Douai,Lycée Albert Chatelet (0590063Y),16,6,3,0,1,0,0,0
Dunkerque Cedex,Lycée Jean Bart (0590071G),4,1,2,1,1,1,0,0
Enghien-Les-Bains,Lycée Gustave Monod (0950644J),4,0,2,0,2,0,2,0
Epinay-Sur-Seine,Lycée Jacques Feyder (0930120A),1,0,0,0,0,0,0,0
Evreux,Lycée Aristide Briand (0270016W),14,5,1,0,1,0,0,0
