ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
AIX-EN-PROVENCE,PAUL CEZANNE,2,1,0,0,0,0,0,0
AIX-EN-PROVENCE,VAUVENARGUES,21,4,10,4,9,3,2,0
AVIGNON,FREDERIC MISTRAL,9,1,2,0,1,0,1,0
BLOIS,F. PH. DESSAIGNES,1,0,0,0,0,0,0,0
MARSEILLE,JEAN PERRIN,27,5,13,2,10,2,3,1
MARSEILLE,THIERS,74,18,29,3,29,3,6,0
AMIENS,THUILLIER,9,0,0,0,0,0,0,0
COMPIEGNE,PIERRE D'AILLY,1,0,0,0,0,0,0,0
BELFORT,CONDORCET,6,3,1,0,1,0,0,0
BESANCON,VICTOR HUGO,72,22,8,3,8,3,2,1
BORDEAUX,CAMILLE JULLIAN,1,0,0,0,0,0,0,0
BORDEAUX,GUSTAVE EIFFEL,56,10,34,6,32,5,3,1
BORDEAUX,MICHEL MONTAIGNE,85,20,40,8,40,8,8,2
PAU,LOUIS BARTHOU,17,2,7,1,6,1,1,0
CAEN,MALHERBE,5,1,0,0,0,0,0,0
CAEN,VICTOR HUGO,23,4,8,0,7,0,2,0
CHERBOURG,VICTOR GRIGNARD,6,0,0,0,0,0,0,0
CLERMONT-FERRAND,BLAISE PASCAL,65,13,14,5,12,4,3,1
CLERMONT-FERRAND,LA FAYETTE,23,2,6,0,6,0,2,0
AUXERRE,JACQUES AMYOT,10,0,0,0,0,0,0,0
DIJON,CARNOT,38,7,12,0,10,0,1,0
DIJON,GUSTAVE EIFFEL,22,3,4,0,4,0,1,0
ANNECY,BERTHOLLET,22,2,9,1,8,1,3,0
GRENOBLE,CHAMPOLLION,78,8,35,3,33,3,11,2
VALENCE,CAMILLE VERNET,1,0,0,0,0,0,0,0
ARRAS,ROBESPIERRE,14,3,1,0,1,0,0,0
BOULOGNE SUR MER,MARIETTE,2,1,0,0,0,0,0,0
DOUAI,A. CHATELET,26,3,11,1,11,1,2,1
DUNKERQUE,JEAN BART,16,1,0,0,0,0,0,0
LENS,CONDORCET,1,0,0,0,0,0,0,0
LILLE,CESAR BAGGIO,49,8,8,3,6,2,2,0
LILLE,FAIDHERBE,52,14,29,10,28,10,14,5
LILLE,OZANAM,1,0,0,0,0,0,0,0
VALENCIENNES,HENRI WALLON,44,9,10,1,9,1,2,0
LIMOGES,GAY LUSSAC,33,6,4,1,4,1,1,1
BOURG EN BRESSE,LALANDE,2,1,0,0,0,0,0,0
LYON,AUX LAZARISTES,27,1,12,0,11,0,2,0
LYON,DU PARC,85,15,32,3,31,3,10,0
LYON,INSTITUT DES CHARTRX,2,0,1,0,1,0,0,0
LYON,LA MARTINIERE,68,11,33,6,32,6,14,3
SAINT-ETIENNE,FAURIEL,13,3,0,0,0,0,0,0
SAINT-ETIENNE,E. MIMARD,34,7,13,4,13,4,6,2
MONTPELLIER,JOFFRE,83,17,40,8,38,7,5,1
NIMES,ALPHONSE DAUDET,23,1,3,0,3,0,0,0
PERPIGNAN,F. ARAGO,30,4,7,0,7,0,0,0
EPINAL,C. GELLEE,6,0,0,0,0,0,0,0
METZ,FABERT,55,5,19,2,19,2,9,1
NANCY,HENRI POINCARE,23,8,0,0,0,0,0,0
NANCY,LORITZ,61,13,31,6,25,4,5,0
ANGERS,HENRI BERGSON,13,2,3,0,2,0,1,0
LA FLECHE,PRYTANEE MILITAIRE,26,3,5,1,5,1,0,0
LE MANS,MONTESQUIEU,11,1,1,0,1,0,0,0
NANTES,GEORGES CLEMENCEAU,122,21,68,13,64,13,17,5
NANTES,SAINT STANISLAS,4,0,0,0,0,0,0,0
NICE,LES EUCALYPTUS,18,3,3,2,2,1,0,0
NICE,MASSENA,46,17,18,7,17,7,4,2
TOULON,DUMONT D'URVILLE,34,9,13,3,10,3,1,1
VALBONNE,CENTRE INTERNATIONAL,34,9,17,4,16,4,3,1
CHARTRES,MARCEAU,1,0,0,0,0,0,0,0
ORLEANS,POTHIER,97,16,35,7,31,7,4,1
TOURS,VAUCANSON,8,2,0,0,0,0,0,0
TOURS,DESCARTES,37,9,25,8,24,8,17,6
VIERZON,HENRI BRISSON,2,1,1,0,1,0,0,0
ANTONY,SAINTE MARIE,6,1,0,0,0,0,0,0
CHAMPAGNE SUR SEINE,LA FAYETTE,27,1,7,0,7,0,3,0
FONTAINEBLEAU,FRANCOIS 1ER,2,0,0,0,0,0,0,0
LE RAINCY,ALBERT SCHWEITZER,19,1,8,0,8,0,1,0
MEAUX,LPEM.HENRI MOISSAN,14,1,2,0,2,0,1,0
MELUN,JACQUES AMYOT,1,0,0,0,0,0,0,0
NEUILLY SUR SEINE,PASTEUR,12,8,0,0,0,0,0,0
ORSAY,BLAISE PASCAL,54,16,26,9,26,9,2,2
PARIS 04,CHARLEMAGNE,17,2,0,0,0,0,0,0
PARIS 05,HENRI IV,8,4,0,0,0,0,0,0
PARIS 05,LOUIS LE GRAND,76,23,26,9,26,9,10,4
PARIS 06,STANISLAS,56,4,32,4,32,4,5,1
PARIS 06,FENELON,15,3,0,0,0,0,0,0
PARIS 06,SAINT LOUIS,155,35,77,13,77,13,12,2
PARIS 08,CHAPTAL,86,12,46,7,44,7,11,2
PARIS 08,SAINTE MARIE FENELON,37,8,22,6,22,6,3,2
PARIS 09,CONDORCET,67,16,37,5,35,5,9,1
PARIS 09,JACQUES DECOUR,75,13,37,8,36,8,5,3
PARIS 12,PAUL VALERY,28,3,4,1,4,1,0,0
PARIS 13,ENSCPB,36,8,9,1,8,1,2,1
PARIS 14,RASPAIL,24,6,6,3,6,3,1,1
PARIS 15,BUFFON,46,8,16,2,16,2,3,0
PARIS 16,CLAUDE BERNARD,26,5,4,0,4,0,1,0
PARIS 16,JANSON DE SAILLY,96,13,60,11,59,11,18,5
PARIS 16,JEAN BAPTISTE SAY,33,6,26,4,23,3,6,1
SAINT-DENIS,PAUL ELUARD,6,2,0,0,0,0,0,0
SAVIGNY SUR ORGE,J. B. COROT,1,0,0,0,0,0,0,0
SCEAUX,LAKANAL,39,7,31,6,30,5,4,0
ST GERMAIN EN LAYE,JEANNE D'ALBRET,19,4,4,2,4,2,0,0
ST MAUR DES FOS.,MARCELIN BERTHELOT,62,6,39,5,34,4,11,1
VANVES,MICHELET,28,4,12,1,12,1,0,0
VERSAILLES,SAINTE GENEVIEVE,85,24,42,7,42,7,12,1
VERSAILLES,HOCHE,43,10,33,9,31,9,10,4
VERSAILLES,JULES FERRY,20,3,9,1,9,1,2,0
LA ROCHELLE,J. DAUTET,15,0,1,0,0,0,0,0
POITIERS,CAMILLE GUERIN,23,2,5,0,3,0,1,0
REIMS,FRANKLIN ROOSEVELT,61,7,24,3,24,3,5,2
REIMS,G. CLEMENCEAU,20,0,0,0,0,0,0,0
