ville,etablissement,inscrits,dont filles,admissibles,dont filles,classes,dont filles,entres,dont filles
MARSEILLE,ANTONIN ARTAUD,20,1,18,1,15,0,6,0
AMIENS,EDOUARD BRANLY,16,0,7,0,2,0,1,0
MONTBELIARD,JULES VIETTE,26,0,24,0,19,0,7,0
PAU,SAINT CRICQ,18,0,18,0,12,0,9,0
CLERMONT-FERRAND,LA FAYETTE,22,0,22,0,21,0,13,0
DIJON,GUSTAVE EIFFEL,24,0,22,0,20,0,9,0
CHAMBERY,MONGE,35,4,32,4,31,4,17,0
TOURCOING,COLBERT,17,0,14,0,8,0,4,0
VALENCIENNES,DU HAINAUT,29,2,16,2,8,1,2,0
BRIVE,GEORGES CABANIS,30,0,27,0,25,0,11,0
LYON,EDOUARD BRANLY,19,0,19,0,16,0,4,0
ALES,J.B. DUMAS,21,1,16,1,6,1,3,0
METZ,LOUIS VINCENT,25,1,21,1,14,0,10,0
SAINT-NAZAIRE,ARISTIDE BRIAND,28,0,27,0,23,0,12,0
TOULON,M. ROUVIERE,23,2,20,1,12,1,5,1
AULNAY SOUS BOIS,VOILLAUME,14,0,7,0,7,0,1,0
CACHAN,GUSTAVE EIFFEL,24,2,15,2,9,2,5,0
PARIS 14,RASPAIL,30,4,25,3,21,3,6,1
RUEIL-MALMAISON,POLYVALENT RICHELIEU,28,1,27,1,24,1,10,1
ST OUEN L'AUMONE,JEAN PERRIN,40,2,34,2,28,2,18,1
LA ROCHELLE,LEONCE VIELJEUX,35,4,31,4,27,4,17,2
SAINT-BRIEUC,CHAPTAL,18,1,18,1,12,0,6,0
SOTTEVILLE-LES-ROUEN,MARCEL SEMBAT,16,0,12,0,11,0,8,0
COLMAR,BLAISE PASCAL,19,0,13,0,8,0,2,0
ALBI,RASCOL,21,3,21,3,18,2,8,1
TROYES,DES LOMBARDS,25,0,9,0,7,0,3,0
LORIENT,SAINT-JOSEPH,16,0,12,0,10,0,4,0
MOHAMMEDIA,CPGE LNTA,17,1,5,1,3,1,0,0
SAFI,AL KHAWARIZMI TECHNIQUE,18,1,8,0,4,0,0,0
RABAT,ENSET de RABAT,6,0,3,0,0,0,0,0
