year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2015	PC	CONCOURS ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	1199	28.0%	29.0%	261	20.0%	32.0%	171	19.0%	26.0%	145	129	18.0%	28.0%	129
2015	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech	1332	31.0%	29.0%	472	26.0%	33.0%	378	26.0%	34.0%	327	57	50.0%	25.0%	55
2015	PC	CONCOURS ECOLE POLYTECHNIQUE	ESPCI ParisTech Etranger	79	34.0%	25.0%	22	13.0%	23.0%	15	20.0%	27.0%	15	1	100.0%	0.0%	3
2015	PC	BANQUE ENS	ENS Ulm	967	32.0%	32.0%	100	16.0%	44.0%	62	22.0%	39.0%	60	20	25.0%	50.0%	20
2015	PC	BANQUE ENS	ENS Cachan PC	1049	32.0%	32.0%	274	20.0%	46.0%	158	20.0%	46.0%	154	18	16.0%	62.0%	18
2015	PC	BANQUE ENS	ENS de Lyon	1011	32.0%	32.0%	255	22.0%	44.0%	183	24.0%	41.0%	165	28	25.0%	33.0%	28
2015	PC	CONCOURS COMMUN MINES-PONTS	MINES ParisTech										96	18	33.0%	12.0%	18
2015	PC	CONCOURS COMMUN MINES-PONTS	MINES de NANCY										812	34	47.0%	15.0%	32
2015	PC	CONCOURS COMMUN MINES-PONTS	MINES de SAINT-ETIENNE										812	32	37.0%	32.0%	40
2015	PC	CONCOURS COMMUN MINES-PONTS	PONTS ParisTech										218	32	31.0%	47.0%	30
2015	PC	CONCOURS COMMUN MINES-PONTS	SUPAERO (ISAE) Toulouse										415	32	15.0%	29.0%	30
2015	PC	CONCOURS COMMUN MINES-PONTS	ENSTA ParisTech										436	27	44.0%	15.0%	29
2015	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Paris										472	21	23.0%	34.0%	20
2015	PC	CONCOURS COMMUN MINES-PONTS	TELECOM ParisTech cursus Sophia										508	7	28.0%	43.0%	6
2015	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Brest-Rennes-Toulouse										1020	17	23.0%	42.0%	27
2015	PC	CONCOURS COMMUN MINES-PONTS	TELECOM BRETAGNE cursus Sophia										1026	3	0.0%	34.0%	3
2015	PC	CONCOURS COMMUN MINES-PONTS	Concours Commun Mines Ponts PC	3285	31.0%	27.0%	1071	28.0%	29.0%	1031	28.0%	29.0%		223			235
2015	PC	BANQUE CENTRALE-SUPELEC	CENTRALE PARIS	2320	31.0%	27.0%	473	24.0%	30.0%	462	24.0%	31.0%	238	86	22.0%	35.0%	88
