year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	rang_du_dernier_appele	integres_nb	integres_filles	integres_cinq_demi	places
2015	BCPST	A BIO	AgroParisTech Grignon										789	250	62.0%	16.0%	250
2015	BCPST	A BIO	Montpellier Sup Agro (cursus agronome)										1098	97	60.0%	28.0%	97
2015	BCPST	A BIO	Montpellier Sup Agro (cursus SAADS)										830	5	20.0%	0.0%	5
2015	BCPST	A BIO	Agrocampus Ouest (cursus ingénieur agronome)										1243	100	66.0%	24.0%	100
2015	BCPST	A BIO	ENSAT Toulouse										1358	86	62.0%	37.0%	91
2015	BCPST	A BIO	ENSAIA Nancy										1627	88	77.0%	23.0%	93
2015	BCPST	A BIO	Agrocampus Ouest (cursus ingénieur en horticulture et en paysage)										1930	27	85.0%	26.0%	39
2015	BCPST	A BIO	Agrosup Dijon (Cursus Agroalimentaire)										2011	29	75.0%	32.0%	40
2015	BCPST	A BIO	Bordeaux Sciences Agro										1717	80	70.0%	35.0%	83
2015	BCPST	A BIO	VetAgro Sup Clermont-Ferrand										1983	42	78.0%	17.0%	50
2015	BCPST	A BIO	ONIRIS Nantes Atlantique (cursus agroalimentaire)										1983	40	72.0%	20.0%	50
2015	BCPST	A BIO	Agrosup Dijon (Cursus Agronome) civil										1825	24	33.0%	17.0%	26
2015	BCPST	A BIO	Agrosup Dijon (Cursus agronome) fonctionnaire										1992	25	64.0%	24.0%	32
2015	BCPST	A BIO	Concours commun A BIO	2753	68.0%	19.0%	2183	68.0%	22.0%	2012	68.0%	23.0%		893			956
2015	BCPST	A ENV	ENV Alfort										534	109	72.0%	39.0%	109
2015	BCPST	A ENV	VetAgro Sup Lyon										460	109	70.0%	37.0%	109
2015	BCPST	A ENV	ONIRIS Nantes Atlantique (cursus vétérinaire)										492	109	75.0%	44.0%	109
2015	BCPST	A ENV	ENV Toulouse										539	109	70.0%	44.0%	109
2015	BCPST	A ENV	Concours commun A ENV	1815	71.0%	22.0%	885	69.0%	32.0%	570	69.0%	35.0%		436			436
