year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	nb_integres_interfilieres	places
2023	BCPST	ENS	ENS Paris-Saclay	747	58,1%	16,1%	161	46,0%	16,1%	87	42,5%	11,5%	15	33,3%	20,0%	55	47		15
2023	BCPST	ENS	PONTS ParisTech										0	0,0%	0,0%	0	0		4
2023	BCPST	ENS	MINES Paris										2	50,0%	0,0%	11	11		4
2023	BCPST	ENS	Concours CCMP BCPST	299	60,2%	15,1%	60	50,0%	13,3%	14	35,7%	7,1%	2						8
2023	BCPST	G2E	EIL C̫te d'Opale - Dunkerque (G̩nie Energ̩tique et Environnement)	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	1	0,0%	0,0%	434	434		5
2023	BCPST	G2E	ENGEES Strasbourg Civil (apprenti)										5	40,0%	0,0%	567	534		5
2023	BCPST	G2E	ENGEES Strasbourg Civil (̩tudiant)										21	61,9%	28,6%	308	309		20
2023	BCPST	G2E	ENGEES Strasbourg Fonctionnaire										8	62,5%	0,0%	187	163		8
2023	BCPST	G2E	Concours ENGEES G2E-BCPST	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	34						33
2023	BCPST	G2E	Bordeaux INP - ENSEGID	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	21	52,4%	23,8%	505	444		22
2023	BCPST	G2E	ENSG Nancy	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	63	52,4%	15,9%	245	239		64
2023	BCPST	G2E	ENSG-G̩omatique Marne la Vall̩e										2	50,0%	0,0%	256	256		5
2023	BCPST	G2E	ENSG-G̩omatique Marne la Vall̩e Fonctionnaire										2	50,0%	50,0%	367	367		2
2023	BCPST	G2E	Concours concours ENSG Marne La vall̩e G2E-BCPST	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	4						7
2023	BCPST	G2E	ENSI Poitiers - G̩nie de l'Eau et G̩nie Civil	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	2	100,0%	100,0%	448	448		15
2023	BCPST	G2E	ENSIL - ENSCI Limoges G̩nie de l'Eau et Environnement	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	2	50,0%	0,0%	462	462		6
2023	BCPST	G2E	ENTPE Lyon Civil										15	66,7%	20,0%	400	376		24
2023	BCPST	G2E	ENTPE Lyon Fonctionnaire										11	36,4%	18,2%	369	331		22
2023	BCPST	G2E	Concours TPE - fili̬re BCPST	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	26						46
2023	BCPST	G2E	EOST Strasbourg	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	11	54,5%	36,4%	285	272		13
2023	BCPST	G2E	ESGT le Mans	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	1	0,0%	0,0%	558	558		10
2023	BCPST	G2E	IMT Nord Europe										4	25,0%	0,0%	163	161		3
2023	BCPST	G2E	IMT Mines Albi										4	50,0%	0,0%	131	134		5
2023	BCPST	G2E	IMT Mines Al̬s										4	50,0%	50,0%	91	93		4
2023	BCPST	G2E	Concours concours des ̩coles des Mines G2E-BCPST	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	12						12
2023	BCPST	G2E	ECOLE METEOROLOGIE (fonctionnaire)	1387	66,7%	14,6%	1000	66,3%	16,9%	600	67,2%	19,3%	3	100,0%	0,0%	148	168		3
2023	BCPST	Lorraine INP - ENSTIB	Lorraine INP - ENSTIB	506	65,4%	16,4%	400	63,8%	18,2%	40	62,5%	30,0%	9	55,6%	33,3%	17	21		13
2023	BCPST	Concours POLYTECH	ECPM - ESBS Strasbourg - CHEMBIOTECH										7	85,7%	14,3%	514	602		6
2023	BCPST	Concours POLYTECH	ENSTBB Bordeaux										20	70,0%	15,0%	495	462		20
2023	BCPST	Concours POLYTECH	EPISEN - G̩nie Biom̩dical et sant̩ (ISBS)										2	100,0%	50,0%	952	952		3
2023	BCPST	Concours POLYTECH	ESBS Strasbourg										9	55,6%	0,0%	659	578		10
2023	BCPST	Concours POLYTECH	ESIAB - Microbiologie et Qualit̩ / Agroalimentaire										4	50,0%	25,0%	1280	1259		6
2023	BCPST	Concours POLYTECH	ESIR Rennes - Technologies de l'information pour la sant̩										3	66,7%	33,3%	1310	1235		4
2023	BCPST	Concours POLYTECH	ESIROI La R̩union										0	0,0%	0,0%	0	0		4
2023	BCPST	Concours POLYTECH	ESIX Caen Agroalimentaire										1	100,0%	0,0%	1023	1023		5
2023	BCPST	Concours POLYTECH	ISIFC Besan̤on - G̩nie Biom̩dical										9	77,8%	22,2%	899	797		10
2023	BCPST	Concours POLYTECH	Polytech Angers G̩nie Biologique et Sant̩										3	66,7%	33,3%	611	505		3
2023	BCPST	Concours POLYTECH	Polytech Annecy-Chamb̩ry - Ecologie industrielle et territoriale										1	0,0%	0,0%	694	694		3
2023	BCPST	Concours POLYTECH	Polytech Clermont-Ferrand - G̩nie Biologique										7	100,0%	0,0%	1009	961		8
2023	BCPST	Concours POLYTECH	Polytech Grenoble - Technologies de l'information pour la sant̩										2	100,0%	0,0%	1126	1126		2
2023	BCPST	Concours POLYTECH	Polytech Lille - G̩nie biologique et alimentaire										4	75,0%	50,0%	1320	1187		6
2023	BCPST	Concours POLYTECH	Polytech Marseille - G̩nie Biologique, Biotechnologie										7	100,0%	28,6%	873	710		6
2023	BCPST	Concours POLYTECH	Polytech Marseille - G̩nie Biom̩dical										1	100,0%	0,0%	1026	1026		3
2023	BCPST	Concours POLYTECH	Polytech Montpellier - Sciences et technologies de l'eau										2	100,0%	0,0%	947	947		5
2023	BCPST	Concours POLYTECH	Polytech Montpellier G̩nie biologique et agroalimentaire										7	57,1%	14,3%	1105	945		7
2023	BCPST	Concours POLYTECH	Polytech Nantes - G̩nie des Proc̩d̩s et Bioproc̩d̩s										3	100,0%	66,7%	1229	1152		3
2023	BCPST	Concours POLYTECH	Polytech Grenoble - G̩otechnique et g̩nie civil										1	100,0%	100,0%	1301	1301		2
2023	BCPST	Concours POLYTECH	Polytech Nice-Sophia - G̩nie biologique										12	66,7%	25,0%	761	651		14
2023	BCPST	Concours POLYTECH	Polytech Orl̩ans - G̩nie civil et g̩o-environnement										0	0,0%	0,0%	0	0		2
2023	BCPST	Concours POLYTECH	Polytech Orl̩ans - G̩nie industriel										1	100,0%	0,0%	1345	1345		3
2023	BCPST	Concours POLYTECH	Polytech Sorbonne - Agroalimentaire										3	100,0%	33,3%	1119	1061		5
2023	BCPST	Concours POLYTECH	Polytech Sorbonne - Sciences de la Terre : Am̩nagement, Risques, g̩o-Energies										2	100,0%	0,0%	1056	1056		5
2023	BCPST	Concours POLYTECH	Polytech Tours - G̩nie de l'am̩nagement et de l'environnement										2	100,0%	0,0%	1311	1311		6
2023	BCPST	Concours POLYTECH	Polytech Sorbonne - Mat̩riaux										2	100,0%	50,0%	1219	1219		3
2023	BCPST	Concours POLYTECH	Sup'Biotech (̩cole priv̩e)										4	75,0%	25,0%	1214	1216		4
2023	BCPST	Concours POLYTECH	Concours POLYTECH A BIO	1792	70,9%	18,9%	1419	70,7%	20,6%	1364	70,9%	21,2%	119						158
2023	BCPST	Groupe INSA	ESITECH - Physique pour la Sant̩ (MP-PC-PSI-BCPST-MPI)											66,7%	33,3%	1401*	1306*	3*	5*
2023	BCPST	Groupe INSA	ESITech Rouen Technologies du Vivant (MP-PC-PSI-BCPST-MPI)											100,0%	0,0%	757*	757*	1*	2*
2023	BCPST	Groupe INSA	INSA Lyon Biotechnologie et Bioinformatique (MP-PC-PSI-BCPST-MPI)											47,1%	5,9%	710*	662*	17*	14*
2023	BCPST	Groupe INSA	INSA Toulouse G̩nie Biologique (MP-PC-PSI-BCPST-MPI)											0,0%	0,0%	790*	790*	1*	2*
2023	BCPST	Groupe INSA	ISIS Castres Informatique pour la Sant̩ (MP-PC-PSI-BCPST-MPI)											50,0%	50,0%	1181	1181	2*	2*
2023	BCPST	Groupe INSA	Concours INSA Domaine Biotechnologies-sant̩ MP-PC-PSI-BCPST-MPI	4561*	46,7%	20,0%	2158*	49,1%	19,7%	2158*	49,1%	19,7%						24*	25*
