year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	nb_integres_interfilieres	places
2023	PT	CENTRALE-SUPELEC	CentraleSupélec - cursus apprenti - Campus Metz										9	11,1%	0,0%	155	142		7
2023	PT	CENTRALE-SUPELEC	Centrale Casablanca										0	0,0%	0,0%	0	0		5
2023	PT	CENTRALE-SUPELEC	CentraleSupélec - cursus apprenti - Campus Rennes										15	6,7%	6,7%	111	99		13
2023	PT	CENTRALE-SUPELEC	CentraleSupélec - statut étudiant										30	6,7%	6,7%	43	42		30
2023	PT	CENTRALE-SUPELEC	Centrale Lyon										23	8,7%	13,0%	97	100		24
2023	PT	CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)										7	28,6%	14,3%	391	421		13
2023	PT	CENTRALE-SUPELEC	Centrale Lille										12	25,0%	8,3%	176	169		12
2023	PT	CENTRALE-SUPELEC	Centrale Nantes										11	9,1%	0,0%	138	134		10
2023	PT	CENTRALE-SUPELEC	Centrale Méditerranée										4	0,0%	0,0%	241	240		5
2023	PT	CENTRALE-SUPELEC	Concours Centrale-Supélec PT	1398	12,7%	13,4%	556	9,0%	9,5%	549	9,1%	9,1%	111						119
2023	PT	Concours Commun MINES-PONTS	ENSTA Paris										13	0,0%	0,0%	72	71		12
2023	PT	Concours Commun MINES-PONTS	ENSTA Paris - apprentissage										4	0,0%	0,0%	129	129		4
2023	PT	Concours Commun MINES-PONTS	IMT Atlantique										14	7,1%	0,0%	196	186		13
2023	PT	Concours Commun MINES-PONTS	ISAE - SUPAERO Toulouse										6	0,0%	0,0%	27	27		6
2023	PT	Concours Commun MINES-PONTS	MINES de NANCY										4	0,0%	0,0%	114	114		4
2023	PT	Concours Commun MINES-PONTS	MINES SAINT-ETIENNE										6	0,0%	0,0%	167	164		6
2023	PT	Concours Commun MINES-PONTS	MINES Paris										5	20,0%	0,0%	12	12		5
2023	PT	Concours Commun MINES-PONTS	PONTS ParisTech										8	0,0%	0,0%	36	38		5
2023	PT	Concours Commun MINES-PONTS	TELECOM Paris										3	0,0%	0,0%	51	43		2
2023	PT	Concours Commun MINES-PONTS	TELECOM Paris - Apprentissage										0	0,0%	0,0%	0	0		2
2023	PT	Concours Commun MINES-PONTS	Concours commun Mines-Ponts PT	1243	13,0%	13,1%	220	7,3%	6,4%	220	7,3%	6,4%	63						59
2023	PT	Concours Mines - Télécom	EIVP Paris Civil (Oral Série 2)	1698	14,0%	15,3%	985	11,4%	16,4%	648	12,7%	15,7%	7	0,0%	28,6%	492	525		6
2023	PT	Concours Mines - Télécom	ENSG-Géomatique Marne la Vallée (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	0	0,0%	0,0%	0	0		2
2023	PT	Concours Mines - Télécom	ENSSAT Lannion (Oral Série 2)	1698	14,0%	15,3%	985	11,4%	16,4%	648	12,7%	15,7%	3	33,3%	0,0%	602	573		3
2023	PT	Concours Mines - Télécom	ENSTA Bretagne (filière sous statut étudiant) (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	14	14,3%	7,1%	136	130		12
2023	PT	Concours Mines - Télécom	ENSTA Bretagne (filière sous statut IETA - Direction Générale de l'Armement)	1698	14,0%	15,3%	607	9,9%	17,6%	458	10,7%	17,9%	4	25,0%	0,0%	50	50		4
2023	PT	Concours Mines - Télécom	ENTPE Lyon Civil (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	6	50,0%	16,7%	299	312		4
2023	PT	Concours Mines - Télécom	ENTPE Lyon Fonctionnaire	1698	14,0%	15,3%	707	10,3%	15,3%	543	11,0%	15,1%	4	25,0%	25,0%	374	354		6
2023	PT	Concours Mines - Télécom	EURECOM (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	0	0,0%	0,0%	0	0		2
2023	PT	Concours Mines - Télécom	IMT Mines Albi (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	5	0,0%	0,0%	392	350		5
2023	PT	Concours Mines - Télécom	IMT Mines Alès (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	25	12,0%	16,0%	328	323		22
2023	PT	Concours Mines - Télécom	IMT Nord Europe (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	8	0,0%	0,0%	491	445		8
2023	PT	Concours Mines - Télécom	Mines Saint Etienne-ISMIN (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	12	0,0%	0,0%	277	307		7
2023	PT	Concours Mines - Télécom	TELECOM Nancy (Oral Série 2)	1698	14,0%	15,3%	985	11,4%	16,4%	648	12,7%	15,7%	5	0,0%	0,0%	306	264		5
2023	PT	Concours Mines - Télécom	TELECOM St Etienne - Statut étudiant (Oral Série 2)	1698	14,0%	15,3%	985	11,4%	16,4%	648	12,7%	15,7%	3	0,0%	33,3%	494	511		5
2023	PT	Concours Mines - Télécom	TELECOM SudParis (Oral Série 1)	1698	14,0%	15,3%	715	10,2%	15,4%	548	10,9%	15,0%	2	0,0%	50,0%	79	79		4
2023	PT	Concours Commun ENSAM	Arts et Métiers										545	10,5%	22,0%	574	562		550
2023	PT	Concours Commun ENSAM	Arts et Métiers - ingénieurs militaires										9	0,0%	22,2%	494	525		10
2023	PT	Concours Commun ENSAM	Arts et Métiers - voie de l'apprentissage										12	8,3%	25,0%	606	559		10
2023	PT	Concours Commun ENSAM	ENSEA Cergy										6	0,0%	16,7%	1213	1202		20
2023	PT	Concours Commun ENSAM	Concours ARTS ET MÉTIERS ParisTech PT	2143	12,6%	14,7%	1282	10,0%	17,1%	1243	10,1%	16,8%	572						590
2023	PT	Concours ECOLE POLYTECHNIQUE	ECOLE POLYTECHNIQUE	381	9,4%	9,4%	22	4,5%	9,1%	14	7,1%	7,1%	10	10,0%	10,0%	6	6		10
2023	PT	Concours ENS	ENS Paris-Saclay	1556	13,2%	15,6%	433	6,2%	15,7%	328	7,6%	12,8%	41	9,8%	26,8%	186	179		41
2023	PT	Concours ENS	ENS Rennes	1533	13,1%	15,3%	422	6,4%	15,4%	328	7,3%	13,1%	7	0,0%	14,3%	274	237		7
2023	PT	Concours Commun INP	Bordeaux INP - ENSEIRB-MATMECA Electronique										4	0,0%	25,0%	852	838		4
2023	PT	Concours Commun INP	Bordeaux INP - ENSEIRB-MATMECA Informatique										3	0,0%	0,0%	710	646		1
2023	PT	Concours Commun INP	Bordeaux INP - ENSEIRB-MATMECA Mathématiques et Mécanique										1	0,0%	0,0%	820	820		6
2023	PT	Concours Commun INP	Bordeaux INP - ENSEIRB-MATMECA Télecom.										1	0,0%	0,0%	908	908		1
2023	PT	Concours Commun INP	Bordeaux INP - ENSPIMA										0	0,0%	0,0%	0	0		1
2023	PT	Concours Commun INP	CPE LYON Sciences du numérique										4	50,0%	25,0%	1080	1120		2
2023	PT	Concours Commun INP	CY TECH Cergy - Génie Civil										5	0,0%	20,0%	1239	1210		5
2023	PT	Concours Commun INP	CY TECH Cergy-Pau - Informatique										4	0,0%	0,0%	1287	1281		5
2023	PT	Concours Commun INP	ENAC Toulouse Civil										2	50,0%	0,0%	272	272		2
2023	PT	Concours Commun INP	ENGEES Strasbourg Civil (étudiant)										3	33,3%	0,0%	1035	969		2
2023	PT	Concours Commun INP	ENSI Poitiers - Génie de l'Eau et Génie Civil										2	50,0%	0,0%	1261	1261		2
2023	PT	Concours Commun INP	ENSI Poitiers Energie et Environnement										5	0,0%	20,0%	1343	1213		6
2023	PT	Concours Commun INP	ENSICAEN Génie Physique et systèmes Embarqués										5	20,0%	0,0%	1081	1028		3
2023	PT	Concours Commun INP	ENSICAEN Informatique										6	16,7%	16,7%	1321	1249		4
2023	PT	Concours Commun INP	ENSIL - ENSCI Limoges Céramique Industrielle										0	0,0%	0,0%	0	0		2
2023	PT	Concours Commun INP	SUPMICROTECH ENSMM Besançon										38	13,2%	21,1%	1131	1135		45
2023	PT	Concours Commun INP	Grenoble INP - ENSE3										17	11,8%	0,0%	729	676		15
2023	PT	Concours Commun INP	Grenoble INP - Pagora										3	33,3%	100,0%	1180	1144		1
2023	PT	Concours Commun INP	Grenoble INP - Phelma (Physique Electronique Télécoms)										11	18,2%	18,2%	633	545		7
2023	PT	Concours Commun INP	Grenoble INP - Phelma (Physique Matériaux Procédés)										7	14,3%	14,3%	807	732		5
2023	PT	Concours Commun INP	Grenoble INP - ENSIMAG										11	0,0%	0,0%	258	247		10
2023	PT	Concours Commun INP	ISAE-ENSMA Poitiers										6	0,0%	16,7%	670	670		5
2023	PT	Concours Commun INP	ISAE-Supméca Paris										12	0,0%	8,3%	940	859		12
2023	PT	Concours Commun INP	Clermont Auvergne INP - ISIMA										4	25,0%	25,0%	1272	1222		4
2023	PT	Concours Commun INP	Lorraine INP - ENSEM - Energie										5	20,0%	20,0%	1354	1346		6
2023	PT	Concours Commun INP	SeaTech Toulon										10	20,0%	20,0%	1149	1130		9
2023	PT	Concours Commun INP	Clermont Auvergne INP - SIGMA - mécanique										57	1,8%	15,8%	1152	1154		62
2023	PT	Concours Commun INP	Toulouse INP - ENSEEIHT - Electronique-Energie-Automatique (EEA)										4	0,0%	0,0%	511	533		4
2023	PT	Concours Commun INP	Toulouse INP - ENSEEIHT - Mécanique des Fluides-Energetique-Environnement (MFEE)										2	0,0%	50,0%	344	344		2
2023	PT	Concours Commun INP	Toulouse INP - ENSEEIHT - Sciences du Numérique										4	0,0%	25,0%	435	419		3
2023	PT	Concours Commun INP	Concours CCINP PT	2121	13,4%	14,6%	1512	11,9%	16,3%	1410	11,8%	15,9%	236						236
2023	PT	Concours POLYTECH	ENSIBS Mécatronique										0	0,0%	0,0%	0	0		4
2023	PT	Concours POLYTECH	ENSIM Le Mans										1	0,0%	100,0%	906	906		3
2023	PT	Concours POLYTECH	EPISEN - Génie Biomédical et santé (ISBS)										0	0,0%	0,0%	0	0		1
2023	PT	Concours POLYTECH	EPISEN - Système d'information										0	0,0%	0,0%	0	0		1
2023	PT	Concours POLYTECH	ESGT le Mans										0	0,0%	0,0%	0	0		5
2023	PT	Concours POLYTECH	ESIROI La Réunion										0	0,0%	0,0%	0	0		2
2023	PT	Concours POLYTECH	ESIX Caen Mécatronique et Systèmes Embarqués										1	0,0%	0,0%	1057	1057		2
2023	PT	Concours POLYTECH	ESIX Cherbourg GSI										0	0,0%	0,0%	0	0		2
2023	PT	Concours POLYTECH	ISAT Nevers - département MIT (Mécanique et Ingénierie des Transports)										5	0,0%	20,0%	1035	932		4
2023	PT	Concours POLYTECH	ISAT Nevers - département ESA (Energétique et systèmes autonomes)										2	0,0%	50,0%	516	516		3
2023	PT	Concours POLYTECH	ISIFC Besançon - Génie Biomédical										0	0,0%	0,0%	0	0		2
2023	PT	Concours POLYTECH	Polytech Annecy-Chambéry - Bâtiment Eco-construction Energie										1	0,0%	100,0%	1081	1081		4
