year	filiere	banque	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	nb_integres_interfilieres	places
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ECOLE POLYTECHNIQUE Info.	808	11,3%	24,9%	168	11,3%	16,7%	138	13,0%	15,9%	89	10,1%	14,6%	67	66		89
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ECOLE POLYTECHNIQUE P&SI	806	17,5%	25,2%	141	17,7%	14,2%	105	20,0%	12,4%	79	21,5%	15,2%	42	42		79
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS Ulm	1984	17,0%	25,5%	156	8,3%	15,4%	86	11,6%	14,0%	35	14,3%	17,1%	39	39		35
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS Ulm Info.	181	12,7%	28,7%	23	0,0%	26,1%	14	0,0%	14,3%	7	0,0%	28,6%	6	5		7
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS Paris-Saclay MP	2062	18,1%	24,6%	281	10,7%	18,9%	191	11,0%	18,3%	18	16,7%	38,9%	74	72		18
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS Paris-Saclay Info.	199	10,1%	28,6%	48	4,2%	27,1%	30	3,3%	16,7%	9	0,0%	11,1%	20	20		9
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS de Lyon	2037	18,5%	25,3%	240	11,7%	19,2%	155	11,6%	18,7%	17	5,9%	17,6%	99	97		17
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS de Lyon Info.	208	9,1%	24,0%	46	4,3%	23,9%	36	5,6%	22,2%	13	15,4%	15,4%	23	23		13
2023	MP	Banque ECOLE POLYTECHNIQUE - interENS	ENS Rennes MP	2154	17,5%	25,2%	304	14,5%	17,1%	223	14,3%	17,9%	10	0,0%	50,0%	167	161		10
2023	MP	Banque CENTRALE-SUPELEC	CentraleSup̩lec - cursus apprenti - Campus Metz										2	0,0%	0,0%	422	422		2
2023	MP	Banque CENTRALE-SUPELEC	CentraleSup̩lec - cursus apprenti - Campus Rennes										7	14,3%	28,6%	645	678		5
2023	MP	Banque CENTRALE-SUPELEC	AgroParisTech Campus de Palaiseau										1	100,0%	0,0%	631	631		20
2023	MP	Banque CENTRALE-SUPELEC	CentraleSup̩lec - statut ̩tudiant										249	14,1%	21,3%	383	353		250
2023	MP	Banque CENTRALE-SUPELEC	Concours CentraleSup̩lec MP	3497	19,2%	22,8%	968	14,3%	18,4%	928	14,2%	18,4%	259						277
2023	MP	Banque CENTRALE-SUPELEC	CentraleSup̩lec - statut ̩tudiant - ̩tr.	162	25,9%	27,8%	58	19,0%	31,0%	58	19,0%	31,0%	7	14,3%	42,9%	26	26		8
2023	MP	Banque CENTRALE-SUPELEC	Centrale Lyon	3626	20,4%	22,4%	1099	14,5%	19,1%	1063	14,5%	18,9%	127	12,6%	22,8%	727	706		127
2023	MP	Banque CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique)	1712	23,0%	23,9%	808	18,1%	21,9%	746	18,9%	20,8%	37	18,9%	18,9%	612	564		32
2023	MP	Banque CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - ̩tr.	68	36,8%	22,1%	23	39,1%	13,0%	23	39,1%	13,0%	0	0,0%	0,0%	0	0		3
2023	MP	Banque CENTRALE-SUPELEC	Centrale Lille	3389	21,3%	23,1%	1143	16,1%	22,7%	1108	16,3%	22,4%	93	22,6%	29,0%	865	856		90
2023	MP	Banque CENTRALE-SUPELEC	Centrale Nantes	3459	21,0%	22,6%	1246	16,4%	22,1%	1209	16,6%	21,8%	108	17,6%	24,1%	845	816		110
2023	MP	Banque CENTRALE-SUPELEC	Centrale M̩diterran̩e	2895	21,8%	22,5%	1277	18,2%	22,0%	1183	18,9%	21,6%	100	29,0%	31,0%	953	932		90
2023	MP	Banque CENTRALE-SUPELEC	Centrale Casablanca	716	19,0%	29,5%	149	9,4%	32,9%	130	10,8%	32,3%	0	0,0%	0,0%	0	0		5
2023	MP	Banque CENTRALE-SUPELEC	CentraleSup̩lec - statut ̩tudiant - CI										24	16,7%	8,3%	29	27		24
2023	MP	Banque CENTRALE-SUPELEC	Centrale Lyon - CI										8	25,0%	0,0%	51	53		8
2023	MP	Banque CENTRALE-SUPELEC	Centrale Lille - CI										5	20,0%	20,0%	93	86		6
2023	MP	Banque CENTRALE-SUPELEC	Centrale Nantes - CI										1	0,0%	0,0%	57	57		1
2023	MP	Banque CENTRALE-SUPELEC	Institut d'optique Graduate School (SupOptique) - CI										1	100,0%	0,0%	133	133		2
2023	MP	Banque CENTRALE-SUPELEC	Centrale M̩diterran̩e - CI										2	50,0%	0,0%	128	128		2
2023	MP	Banque CENTRALE-SUPELEC	Concours Cycle International Centrale-Supelec MP	766	30,3%	11,2%	396	23,5%	10,1%	361	24,9%	9,4%	41						43
2023	MP	Banque CENTRALE-SUPELEC	Centrale Casablanca - CI	766	30,3%	11,2%	396	23,5%	10,1%	251	24,7%	7,6%	5	20,0%	20,0%	214	210		10
2023	MP	Banque CENTRALE-SUPELEC	Arts et M̩tiers										45	24,4%	51,1%	616	609		40
2023	MP	Banque CENTRALE-SUPELEC	Arts et M̩tiers - voie de l'apprentissage										1	0,0%	100,0%	466	466		2
